@relation 'butterfly_vs_owl-weka.filters.unsupervised.instance.imagefilter.GaborFilter-DC:\\Users\\trond.tufte\\Desktop\\ImageFilter\\butterfly_vs_owl-weka.filters.unsupervised.attribute.Remove-R1'

@attribute 'Gabor Features0' numeric
@attribute 'Gabor Features1' numeric
@attribute 'Gabor Features2' numeric
@attribute 'Gabor Features3' numeric
@attribute 'Gabor Features4' numeric
@attribute 'Gabor Features5' numeric
@attribute 'Gabor Features6' numeric
@attribute 'Gabor Features7' numeric
@attribute 'Gabor Features8' numeric
@attribute 'Gabor Features9' numeric
@attribute 'Gabor Features10' numeric
@attribute 'Gabor Features11' numeric
@attribute 'Gabor Features12' numeric
@attribute 'Gabor Features13' numeric
@attribute 'Gabor Features14' numeric
@attribute 'Gabor Features15' numeric
@attribute 'Gabor Features16' numeric
@attribute 'Gabor Features17' numeric
@attribute 'Gabor Features18' numeric
@attribute 'Gabor Features19' numeric
@attribute 'Gabor Features20' numeric
@attribute 'Gabor Features21' numeric
@attribute 'Gabor Features22' numeric
@attribute 'Gabor Features23' numeric
@attribute 'Gabor Features24' numeric
@attribute 'Gabor Features25' numeric
@attribute 'Gabor Features26' numeric
@attribute 'Gabor Features27' numeric
@attribute 'Gabor Features28' numeric
@attribute 'Gabor Features29' numeric
@attribute 'Gabor Features30' numeric
@attribute 'Gabor Features31' numeric
@attribute 'Gabor Features32' numeric
@attribute 'Gabor Features33' numeric
@attribute 'Gabor Features34' numeric
@attribute 'Gabor Features35' numeric
@attribute 'Gabor Features36' numeric
@attribute 'Gabor Features37' numeric
@attribute 'Gabor Features38' numeric
@attribute 'Gabor Features39' numeric
@attribute 'Gabor Features40' numeric
@attribute 'Gabor Features41' numeric
@attribute 'Gabor Features42' numeric
@attribute 'Gabor Features43' numeric
@attribute 'Gabor Features44' numeric
@attribute 'Gabor Features45' numeric
@attribute 'Gabor Features46' numeric
@attribute 'Gabor Features47' numeric
@attribute 'Gabor Features48' numeric
@attribute 'Gabor Features49' numeric
@attribute 'Gabor Features50' numeric
@attribute 'Gabor Features51' numeric
@attribute 'Gabor Features52' numeric
@attribute 'Gabor Features53' numeric
@attribute 'Gabor Features54' numeric
@attribute 'Gabor Features55' numeric
@attribute 'Gabor Features56' numeric
@attribute 'Gabor Features57' numeric
@attribute 'Gabor Features58' numeric
@attribute 'Gabor Features59' numeric
@attribute class {BUTTERFLY,OWL}

@data
8.223741,0.10937,8.226506,0.109407,8.226506,0.109407,8.223741,0.10937,8.226506,0.109407,8.226506,0.109407,8.498827,0.113029,8.501684,0.113067,8.501684,0.113067,8.498827,0.113029,8.501684,0.113067,8.501684,0.113067,8.490969,0.112924,8.493823,0.112962,8.493823,0.112962,8.490969,0.112924,8.493823,0.112962,8.493823,0.112962,8.468704,0.112628,8.47155,0.112666,8.47155,0.112666,8.468704,0.112628,8.47155,0.112666,8.47155,0.112666,8.405407,0.111786,8.408233,0.111824,8.408233,0.111824,8.405407,0.111786,8.408233,0.111824,8.408233,0.111824,BUTTERFLY
6.097941,0.110751,6.099991,0.110788,6.099991,0.110788,6.097941,0.110751,6.099991,0.110788,6.099991,0.110788,6.301918,0.114456,6.304037,0.114494,6.304037,0.114494,6.301918,0.114456,6.304037,0.114494,6.304037,0.114494,6.296092,0.11435,6.298208,0.114388,6.298208,0.114388,6.296092,0.11435,6.298208,0.114388,6.298208,0.114388,6.279581,0.11405,6.281692,0.114088,6.281692,0.114088,6.279581,0.11405,6.281692,0.114088,6.281692,0.114088,6.232647,0.113198,6.234742,0.113236,6.234742,0.113236,6.232647,0.113198,6.234742,0.113236,6.234742,0.113236,BUTTERFLY
11.157741,0.095707,11.161492,0.095739,11.161492,0.095739,11.157741,0.095707,11.161492,0.095739,11.161492,0.095739,11.530971,0.098908,11.534847,0.098941,11.534847,0.098941,11.530971,0.098908,11.534847,0.098941,11.534847,0.098941,11.520309,0.098817,11.524181,0.09885,11.524181,0.09885,11.520309,0.098817,11.524181,0.09885,11.524181,0.09885,11.490099,0.098557,11.493962,0.098591,11.493962,0.098591,11.490099,0.098557,11.493962,0.098591,11.493962,0.098591,11.404221,0.097821,11.408054,0.097854,11.408054,0.097854,11.404221,0.097821,11.408054,0.097854,11.408054,0.097854,BUTTERFLY
7.109214,0.113953,7.111604,0.113991,7.111604,0.113991,7.109214,0.113953,7.111604,0.113991,7.111604,0.113991,7.347019,0.117765,7.349489,0.117804,7.349489,0.117804,7.347019,0.117765,7.349489,0.117804,7.349489,0.117804,7.340226,0.117656,7.342693,0.117695,7.342693,0.117695,7.340226,0.117656,7.342693,0.117695,7.342693,0.117695,7.320978,0.117347,7.323439,0.117387,7.323439,0.117387,7.320978,0.117347,7.323439,0.117387,7.323439,0.117387,7.26626,0.11647,7.268703,0.116509,7.268703,0.116509,7.26626,0.11647,7.268703,0.116509,7.268703,0.116509,BUTTERFLY
9.530757,0.119366,9.533961,0.119406,9.533961,0.119406,9.530757,0.119366,9.533961,0.119406,9.533961,0.119406,9.849563,0.123359,9.852874,0.1234,9.852874,0.1234,9.849563,0.123359,9.852874,0.1234,9.852874,0.1234,9.840456,0.123245,9.843764,0.123286,9.843764,0.123286,9.840456,0.123245,9.843764,0.123286,9.843764,0.123286,9.814652,0.122921,9.817951,0.122963,9.817951,0.122963,9.814652,0.122921,9.817951,0.122963,9.817951,0.122963,9.741296,0.122003,9.74457,0.122044,9.74457,0.122044,9.741296,0.122003,9.74457,0.122044,9.74457,0.122044,BUTTERFLY
7.867189,0.091092,7.869833,0.091123,7.869833,0.091123,7.867189,0.091092,7.869833,0.091123,7.869833,0.091123,8.130348,0.094139,8.133081,0.094171,8.133081,0.094171,8.130348,0.094139,8.133081,0.094171,8.133081,0.094171,8.122831,0.094052,8.125561,0.094084,8.125561,0.094084,8.122831,0.094052,8.125561,0.094084,8.125561,0.094084,8.10153,0.093805,8.104254,0.093837,8.104254,0.093837,8.10153,0.093805,8.104254,0.093837,8.104254,0.093837,8.040978,0.093104,8.043681,0.093135,8.043681,0.093135,8.040978,0.093104,8.043681,0.093135,8.043681,0.093135,BUTTERFLY
7.806705,0.084197,7.809329,0.084226,7.809329,0.084226,7.806705,0.084197,7.809329,0.084226,7.809329,0.084226,8.067841,0.087014,8.070553,0.087043,8.070553,0.087043,8.067841,0.087014,8.070553,0.087043,8.070553,0.087043,8.060381,0.086933,8.063091,0.086962,8.063091,0.086962,8.060381,0.086933,8.063091,0.086962,8.063091,0.086962,8.039245,0.086705,8.041947,0.086734,8.041947,0.086734,8.039245,0.086705,8.041947,0.086734,8.041947,0.086734,7.979158,0.086057,7.98184,0.086086,7.98184,0.086086,7.979158,0.086057,7.98184,0.086086,7.98184,0.086086,BUTTERFLY
8.772274,0.105225,8.775223,0.10526,8.775223,0.10526,8.772274,0.105225,8.775223,0.10526,8.775223,0.10526,9.065709,0.108744,9.068756,0.108781,9.068756,0.108781,9.065709,0.108744,9.068756,0.108781,9.068756,0.108781,9.057327,0.108644,9.060371,0.10868,9.060371,0.10868,9.057327,0.108644,9.060371,0.10868,9.060371,0.10868,9.033576,0.108359,9.036612,0.108395,9.036612,0.108395,9.033576,0.108359,9.036612,0.108395,9.036612,0.108395,8.966058,0.107549,8.969072,0.107585,8.969072,0.107585,8.966058,0.107549,8.969072,0.107585,8.969072,0.107585,BUTTERFLY
4.750992,0.087165,4.752589,0.087194,4.752589,0.087194,4.750992,0.087165,4.752589,0.087194,4.752589,0.087194,4.909914,0.090081,4.911564,0.090111,4.911564,0.090111,4.909914,0.090081,4.911564,0.090111,4.911564,0.090111,4.905374,0.089998,4.907023,0.090028,4.907023,0.090028,4.905374,0.089998,4.907023,0.090028,4.907023,0.090028,4.892511,0.089762,4.894156,0.089792,4.894156,0.089792,4.892511,0.089762,4.894156,0.089792,4.894156,0.089792,4.855944,0.089091,4.857576,0.089121,4.857576,0.089121,4.855944,0.089091,4.857576,0.089121,4.857576,0.089121,BUTTERFLY
8.90719,0.085715,8.910184,0.085744,8.910184,0.085744,8.90719,0.085715,8.910184,0.085744,8.910184,0.085744,9.205138,0.088583,9.208232,0.088612,9.208232,0.088612,9.205138,0.088583,9.208232,0.088612,9.208232,0.088612,9.196627,0.088501,9.199718,0.08853,9.199718,0.08853,9.196627,0.088501,9.199718,0.08853,9.199718,0.08853,9.172511,0.088269,9.175594,0.088298,9.175594,0.088298,9.172511,0.088269,9.175594,0.088298,9.175594,0.088298,9.103954,0.087609,9.107014,0.087638,9.107014,0.087638,9.103954,0.087609,9.107014,0.087638,9.107014,0.087638,BUTTERFLY
7.091524,0.086598,7.093908,0.086627,7.093908,0.086627,7.091524,0.086598,7.093908,0.086627,7.093908,0.086627,7.328737,0.089494,7.331201,0.089524,7.331201,0.089524,7.328737,0.089494,7.331201,0.089524,7.331201,0.089524,7.321961,0.089412,7.324422,0.089442,7.324422,0.089442,7.321961,0.089412,7.324422,0.089442,7.324422,0.089442,7.302761,0.089177,7.305215,0.089207,7.305215,0.089207,7.302761,0.089177,7.305215,0.089207,7.305215,0.089207,7.248179,0.088511,7.250615,0.08854,7.250615,0.08854,7.248179,0.088511,7.250615,0.08854,7.250615,0.08854,BUTTERFLY
6.339482,0.085615,6.341613,0.085644,6.341613,0.085644,6.339482,0.085615,6.341613,0.085644,6.341613,0.085644,6.55154,0.088479,6.553742,0.088509,6.553742,0.088509,6.55154,0.088479,6.553742,0.088509,6.553742,0.088509,6.545482,0.088397,6.547682,0.088427,6.547682,0.088427,6.545482,0.088397,6.547682,0.088427,6.547682,0.088427,6.528318,0.088165,6.530512,0.088195,6.530512,0.088195,6.528318,0.088165,6.530512,0.088195,6.530512,0.088195,6.479524,0.087506,6.481702,0.087536,6.481702,0.087536,6.479524,0.087506,6.481702,0.087536,6.481702,0.087536,BUTTERFLY
6.598955,0.128899,6.601173,0.128942,6.601173,0.128942,6.598955,0.128899,6.601173,0.128942,6.601173,0.128942,6.819691,0.13321,6.821984,0.133255,6.821984,0.133255,6.819691,0.13321,6.821984,0.133255,6.821984,0.133255,6.813386,0.133087,6.815676,0.133132,6.815676,0.133132,6.813386,0.133087,6.815676,0.133132,6.815676,0.133132,6.795519,0.132738,6.797803,0.132783,6.797803,0.132783,6.795519,0.132738,6.797803,0.132783,6.797803,0.132783,6.744729,0.131746,6.746996,0.13179,6.746996,0.13179,6.744729,0.131746,6.746996,0.13179,6.746996,0.13179,BUTTERFLY
6.825167,0.087645,6.827461,0.087674,6.827461,0.087674,6.825167,0.087645,6.827461,0.087674,6.827461,0.087674,7.05347,0.090577,7.055841,0.090607,7.055841,0.090607,7.05347,0.090577,7.055841,0.090607,7.055841,0.090607,7.046948,0.090493,7.049317,0.090523,7.049317,0.090523,7.046948,0.090493,7.049317,0.090523,7.049317,0.090523,7.028469,0.090256,7.030832,0.090286,7.030832,0.090286,7.028469,0.090256,7.030832,0.090286,7.030832,0.090286,6.975938,0.089581,6.978283,0.089611,6.978283,0.089611,6.975938,0.089581,6.978283,0.089611,6.978283,0.089611,OWL
8.257334,0.086898,8.260109,0.086927,8.260109,0.086927,8.257334,0.086898,8.260109,0.086927,8.260109,0.086927,8.533543,0.089804,8.536412,0.089835,8.536412,0.089835,8.533543,0.089804,8.536412,0.089835,8.536412,0.089835,8.525653,0.089721,8.528519,0.089752,8.528519,0.089752,8.525653,0.089721,8.528519,0.089752,8.528519,0.089752,8.503297,0.089486,8.506155,0.089516,8.506155,0.089516,8.503297,0.089486,8.506155,0.089516,8.506155,0.089516,8.439742,0.088817,8.442579,0.088847,8.442579,0.088847,8.439742,0.088817,8.442579,0.088847,8.442579,0.088847,OWL
7.296786,0.080893,7.299238,0.08092,7.299238,0.08092,7.296786,0.080893,7.299238,0.08092,7.299238,0.08092,7.540865,0.083599,7.5434,0.083627,7.5434,0.083627,7.540865,0.083599,7.5434,0.083627,7.5434,0.083627,7.533892,0.083521,7.536425,0.083549,7.536425,0.083549,7.533892,0.083521,7.536425,0.083549,7.536425,0.083549,7.514136,0.083302,7.516662,0.08333,7.516662,0.08333,7.514136,0.083302,7.516662,0.08333,7.516662,0.08333,7.457975,0.08268,7.460482,0.082707,7.460482,0.082707,7.457975,0.08268,7.460482,0.082707,7.460482,0.082707,OWL
9.642943,0.102033,9.646184,0.102067,9.646184,0.102067,9.642943,0.102033,9.646184,0.102067,9.646184,0.102067,9.965502,0.105446,9.968851,0.105481,9.968851,0.105481,9.965502,0.105446,9.968851,0.105481,9.968851,0.105481,9.956287,0.105348,9.959634,0.105384,9.959634,0.105384,9.956287,0.105348,9.959634,0.105384,9.959634,0.105384,9.930179,0.105072,9.933517,0.105107,9.933517,0.105107,9.930179,0.105072,9.933517,0.105107,9.933517,0.105107,9.85596,0.104287,9.859273,0.104322,9.859273,0.104322,9.85596,0.104287,9.859273,0.104322,9.859273,0.104322,OWL
3.146442,0.101564,3.147499,0.101598,3.147499,0.101598,3.146442,0.101564,3.147499,0.101598,3.147499,0.101598,3.251691,0.104961,3.252784,0.104997,3.252784,0.104997,3.251691,0.104961,3.252784,0.104997,3.252784,0.104997,3.248684,0.104864,3.249776,0.1049,3.249776,0.1049,3.248684,0.104864,3.249776,0.1049,3.249776,0.1049,3.240165,0.104589,3.241254,0.104624,3.241254,0.104624,3.240165,0.104589,3.241254,0.104624,3.241254,0.104624,3.215948,0.103808,3.217029,0.103842,3.217029,0.103842,3.215948,0.103808,3.217029,0.103842,3.217029,0.103842,OWL
12.590049,0.096597,12.594281,0.096629,12.594281,0.096629,12.590049,0.096597,12.594281,0.096629,12.594281,0.096629,13.011189,0.099828,13.015563,0.099861,13.015563,0.099861,13.011189,0.099828,13.015563,0.099861,13.015563,0.099861,12.999159,0.099735,13.003528,0.099769,13.003528,0.099769,12.999159,0.099735,13.003528,0.099769,13.003528,0.099769,12.965071,0.099474,12.969429,0.099507,12.969429,0.099507,12.965071,0.099474,12.969429,0.099507,12.969429,0.099507,12.868168,0.09873,12.872494,0.098764,12.872494,0.098764,12.868168,0.09873,12.872494,0.098764,12.872494,0.098764,OWL
7.576589,0.07541,7.579136,0.075436,7.579136,0.075436,7.576589,0.07541,7.579136,0.075436,7.579136,0.075436,7.830028,0.077933,7.83266,0.077959,7.83266,0.077959,7.830028,0.077933,7.83266,0.077959,7.83266,0.077959,7.822788,0.077861,7.825418,0.077887,7.825418,0.077887,7.822788,0.077861,7.825418,0.077887,7.825418,0.077887,7.802275,0.077657,7.804898,0.077683,7.804898,0.077683,7.802275,0.077657,7.804898,0.077683,7.804898,0.077683,7.74396,0.077076,7.746563,0.077102,7.746563,0.077102,7.74396,0.077076,7.746563,0.077102,7.746563,0.077102,OWL
10.519681,0.093531,10.523217,0.093562,10.523217,0.093562,10.519681,0.093531,10.523217,0.093562,10.523217,0.093562,10.871567,0.096659,10.875221,0.096692,10.875221,0.096692,10.871567,0.096659,10.875221,0.096692,10.875221,0.096692,10.861515,0.09657,10.865166,0.096603,10.865166,0.096603,10.861515,0.09657,10.865166,0.096603,10.865166,0.096603,10.833033,0.096317,10.836674,0.096349,10.836674,0.096349,10.833033,0.096317,10.836674,0.096349,10.836674,0.096349,10.752065,0.095597,10.755679,0.095629,10.755679,0.095629,10.752065,0.095597,10.755679,0.095629,10.755679,0.095629,OWL
10.102481,0.126864,10.105877,0.126907,10.105877,0.126907,10.102481,0.126864,10.105877,0.126907,10.105877,0.126907,10.440412,0.131108,10.443921,0.131152,10.443921,0.131152,10.440412,0.131108,10.443921,0.131152,10.443921,0.131152,10.430758,0.130986,10.434265,0.13103,10.434265,0.13103,10.430758,0.130986,10.434265,0.13103,10.434265,0.13103,10.403406,0.130643,10.406903,0.130687,10.406903,0.130687,10.403406,0.130643,10.406903,0.130687,10.406903,0.130687,10.32565,0.129666,10.32912,0.12971,10.32912,0.12971,10.32565,0.129666,10.32912,0.12971,10.32912,0.12971,OWL
9.099012,0.09435,9.10207,0.094382,9.10207,0.094382,9.099012,0.09435,9.10207,0.094382,9.10207,0.094382,9.403376,0.097506,9.406537,0.097539,9.406537,0.097539,9.403376,0.097506,9.406537,0.097539,9.406537,0.097539,9.394681,0.097416,9.397839,0.097449,9.397839,0.097449,9.394681,0.097416,9.397839,0.097449,9.397839,0.097449,9.370046,0.097161,9.373195,0.097193,9.373195,0.097193,9.370046,0.097161,9.373195,0.097193,9.373195,0.097193,9.300013,0.096434,9.303139,0.096467,9.303139,0.096467,9.300013,0.096434,9.303139,0.096467,9.303139,0.096467,OWL
8.344088,0.10672,8.346892,0.106756,8.346892,0.106756,8.344088,0.10672,8.346892,0.106756,8.346892,0.106756,8.623199,0.11029,8.626098,0.110327,8.626098,0.110327,8.623199,0.11029,8.626098,0.110327,8.626098,0.110327,8.615226,0.110188,8.618122,0.110225,8.618122,0.110225,8.615226,0.110188,8.618122,0.110225,8.618122,0.110225,8.592635,0.109899,8.595523,0.109936,8.595523,0.109936,8.592635,0.109899,8.595523,0.109936,8.595523,0.109936,8.528412,0.109078,8.531279,0.109114,8.531279,0.109114,8.528412,0.109078,8.531279,0.109114,8.531279,0.109114,OWL
7.702587,0.111961,7.705176,0.111999,7.705176,0.111999,7.702587,0.111961,7.705176,0.111999,7.705176,0.111999,7.96024,0.115706,7.962916,0.115745,7.962916,0.115745,7.96024,0.115706,7.962916,0.115745,7.962916,0.115745,7.95288,0.115599,7.955553,0.115638,7.955553,0.115638,7.95288,0.115599,7.955553,0.115638,7.955553,0.115638,7.932025,0.115296,7.934691,0.115335,7.934691,0.115335,7.932025,0.115296,7.934691,0.115335,7.934691,0.115335,7.87274,0.114435,7.875386,0.114473,7.875386,0.114473,7.87274,0.114435,7.875386,0.114473,7.875386,0.114473,OWL
6.793498,0.102437,6.795781,0.102471,6.795781,0.102471,6.793498,0.102437,6.795781,0.102471,6.795781,0.102471,7.020742,0.105863,7.023102,0.105899,7.023102,0.105899,7.020742,0.105863,7.023102,0.105899,7.023102,0.105899,7.014251,0.105765,7.016608,0.105801,7.016608,0.105801,7.014251,0.105765,7.016608,0.105801,7.016608,0.105801,6.995857,0.105488,6.998209,0.105524,6.998209,0.105524,6.995857,0.105488,6.998209,0.105524,6.998209,0.105524,6.943569,0.1047,6.945903,0.104735,6.945903,0.104735,6.943569,0.1047,6.945903,0.104735,6.945903,0.104735,OWL
12.309306,0.127931,12.313444,0.127974,12.313444,0.127974,12.309306,0.127931,12.313444,0.127974,12.313444,0.127974,12.721055,0.13221,12.725331,0.132255,12.725331,0.132255,12.721055,0.13221,12.725331,0.132255,12.725331,0.132255,12.709293,0.132088,12.713565,0.132132,12.713565,0.132132,12.709293,0.132088,12.713565,0.132132,12.713565,0.132132,12.675966,0.131742,12.680227,0.131786,12.680227,0.131786,12.675966,0.131742,12.680227,0.131786,12.680227,0.131786,12.581224,0.130757,12.585453,0.130801,12.585453,0.130801,12.581224,0.130757,12.585453,0.130801,12.585453,0.130801,OWL
7.096544,0.086588,7.09893,0.086617,7.09893,0.086617,7.096544,0.086588,7.09893,0.086617,7.09893,0.086617,7.333925,0.089484,7.336391,0.089514,7.336391,0.089514,7.333925,0.089484,7.336391,0.089514,7.336391,0.089514,7.327144,0.089401,7.329607,0.089431,7.329607,0.089431,7.327144,0.089401,7.329607,0.089431,7.329607,0.089431,7.30793,0.089167,7.310387,0.089197,7.310387,0.089197,7.30793,0.089167,7.310387,0.089197,7.310387,0.089197,7.25331,0.0885,7.255748,0.08853,7.255748,0.08853,7.25331,0.0885,7.255748,0.08853,7.255748,0.08853,OWL
6.917462,0.09282,6.919787,0.092851,6.919787,0.092851,6.917462,0.09282,6.919787,0.092851,6.919787,0.092851,7.148852,0.095925,7.151255,0.095957,7.151255,0.095957,7.148852,0.095925,7.151255,0.095957,7.151255,0.095957,7.142243,0.095836,7.144643,0.095868,7.144643,0.095868,7.142243,0.095836,7.144643,0.095868,7.144643,0.095868,7.123514,0.095585,7.125908,0.095617,7.125908,0.095617,7.123514,0.095585,7.125908,0.095617,7.125908,0.095617,7.070271,0.09487,7.072648,0.094902,7.072648,0.094902,7.070271,0.09487,7.072648,0.094902,7.072648,0.094902,OWL
6.697771,0.049372,6.700022,0.049388,6.700022,0.049388,6.697771,0.049372,6.700022,0.049388,6.700022,0.049388,6.921813,0.051023,6.92414,0.05104,6.92414,0.05104,6.921813,0.051023,6.92414,0.05104,6.92414,0.05104,6.915413,0.050976,6.917738,0.050993,6.917738,0.050993,6.915413,0.050976,6.917738,0.050993,6.917738,0.050993,6.897279,0.050842,6.899597,0.050859,6.899597,0.050859,6.897279,0.050842,6.899597,0.050859,6.899597,0.050859,6.845728,0.050462,6.848029,0.050479,6.848029,0.050479,6.845728,0.050462,6.848029,0.050479,6.848029,0.050479,OWL
12.703549,0.090366,12.707819,0.090396,12.707819,0.090396,12.703549,0.090366,12.707819,0.090396,12.707819,0.090396,13.128486,0.093389,13.132899,0.09342,13.132899,0.09342,13.128486,0.093389,13.132899,0.09342,13.132899,0.09342,13.116347,0.093302,13.120756,0.093334,13.120756,0.093334,13.116347,0.093302,13.120756,0.093334,13.120756,0.093334,13.081952,0.093058,13.08635,0.093089,13.08635,0.093089,13.081952,0.093058,13.08635,0.093089,13.08635,0.093089,12.984176,0.092362,12.988541,0.092393,12.988541,0.092393,12.984176,0.092362,12.988541,0.092393,12.988541,0.092393,OWL
8.401407,0.108442,8.404231,0.108479,8.404231,0.108479,8.401407,0.108442,8.404231,0.108479,8.404231,0.108479,8.682436,0.11207,8.685354,0.112107,8.685354,0.112107,8.682436,0.11207,8.685354,0.112107,8.685354,0.112107,8.674408,0.111966,8.677324,0.112004,8.677324,0.112004,8.674408,0.111966,8.677324,0.112004,8.677324,0.112004,8.651661,0.111673,8.654569,0.11171,8.654569,0.11171,8.651661,0.111673,8.654569,0.11171,8.654569,0.11171,8.586997,0.110838,8.589884,0.110875,8.589884,0.110875,8.586997,0.110838,8.589884,0.110875,8.589884,0.110875,OWL
9.003051,0.084499,9.006078,0.084528,9.006078,0.084528,9.003051,0.084499,9.006078,0.084528,9.006078,0.084528,9.304206,0.087326,9.307333,0.087355,9.307333,0.087355,9.304206,0.087326,9.307333,0.087355,9.307333,0.087355,9.295603,0.087245,9.298728,0.087275,9.298728,0.087275,9.295603,0.087245,9.298728,0.087275,9.298728,0.087275,9.271227,0.087016,9.274344,0.087046,9.274344,0.087046,9.271227,0.087016,9.274344,0.087046,9.274344,0.087046,9.201933,0.086366,9.205026,0.086395,9.205026,0.086395,9.201933,0.086366,9.205026,0.086395,9.205026,0.086395,OWL
3.094844,0.100657,3.095884,0.100691,3.095884,0.100691,3.094844,0.100657,3.095884,0.100691,3.095884,0.100691,3.198367,0.104024,3.199442,0.104059,3.199442,0.104059,3.198367,0.104024,3.199442,0.104059,3.199442,0.104059,3.19541,0.103928,3.196484,0.103963,3.196484,0.103963,3.19541,0.103928,3.196484,0.103963,3.196484,0.103963,3.187031,0.103655,3.188102,0.10369,3.188102,0.10369,3.187031,0.103655,3.188102,0.10369,3.188102,0.10369,3.16321,0.10288,3.164274,0.102915,3.164274,0.102915,3.16321,0.10288,3.164274,0.102915,3.164274,0.102915,OWL
7.621653,0.122254,7.624215,0.122295,7.624215,0.122295,7.621653,0.122254,7.624215,0.122295,7.624215,0.122295,7.8766,0.126343,7.879247,0.126386,7.879247,0.126386,7.8766,0.126343,7.879247,0.126386,7.879247,0.126386,7.869317,0.126227,7.871962,0.126269,7.871962,0.126269,7.869317,0.126227,7.871962,0.126269,7.871962,0.126269,7.848681,0.125896,7.85132,0.125938,7.85132,0.125938,7.848681,0.125896,7.85132,0.125938,7.85132,0.125938,7.790019,0.124955,7.792638,0.124997,7.792638,0.124997,7.790019,0.124955,7.792638,0.124997,7.792638,0.124997,OWL
11.324032,0.102239,11.327838,0.102273,11.327838,0.102273,11.324032,0.102239,11.327838,0.102273,11.327838,0.102273,11.702824,0.105659,11.706757,0.105694,11.706757,0.105694,11.702824,0.105659,11.706757,0.105694,11.706757,0.105694,11.692003,0.105561,11.695933,0.105597,11.695933,0.105597,11.692003,0.105561,11.695933,0.105597,11.695933,0.105597,11.661343,0.105284,11.665263,0.10532,11.665263,0.10532,11.661343,0.105284,11.665263,0.10532,11.665263,0.10532,11.574185,0.104497,11.578075,0.104533,11.578075,0.104533,11.574185,0.104497,11.578075,0.104533,11.578075,0.104533,OWL
8.65233,0.08775,8.655238,0.08778,8.655238,0.08778,8.65233,0.08775,8.655238,0.08778,8.655238,0.08778,8.941753,0.090686,8.944758,0.090716,8.944758,0.090716,8.941753,0.090686,8.944758,0.090716,8.944758,0.090716,8.933485,0.090602,8.936488,0.090632,8.936488,0.090632,8.933485,0.090602,8.936488,0.090632,8.936488,0.090632,8.910059,0.090364,8.913054,0.090395,8.913054,0.090395,8.910059,0.090364,8.913054,0.090395,8.913054,0.090395,8.843464,0.089689,8.846436,0.089719,8.846436,0.089719,8.843464,0.089689,8.846436,0.089719,8.846436,0.089719,OWL
8.091215,0.089159,8.093935,0.089189,8.093935,0.089189,8.091215,0.089159,8.093935,0.089189,8.093935,0.089189,8.361868,0.092141,8.364679,0.092172,8.364679,0.092172,8.361868,0.092141,8.364679,0.092172,8.364679,0.092172,8.354137,0.092056,8.356945,0.092087,8.356945,0.092087,8.354137,0.092056,8.356945,0.092087,8.356945,0.092087,8.33223,0.091815,8.335031,0.091846,8.335031,0.091846,8.33223,0.091815,8.335031,0.091846,8.335031,0.091846,8.269953,0.091129,8.272733,0.091159,8.272733,0.091159,8.269953,0.091129,8.272733,0.091159,8.272733,0.091159,OWL
5.883854,0.102768,5.885832,0.102803,5.885832,0.102803,5.883854,0.102768,5.885832,0.102803,5.885832,0.102803,6.08067,0.106206,6.082714,0.106241,6.082714,0.106241,6.08067,0.106206,6.082714,0.106241,6.082714,0.106241,6.075048,0.106108,6.07709,0.106143,6.07709,0.106143,6.075048,0.106108,6.07709,0.106143,6.07709,0.106143,6.059117,0.105829,6.061154,0.105865,6.061154,0.105865,6.059117,0.105829,6.061154,0.105865,6.061154,0.105865,6.013831,0.105038,6.015852,0.105074,6.015852,0.105074,6.013831,0.105038,6.015852,0.105074,6.015852,0.105074,OWL
4.938276,0.075385,4.939936,0.075411,4.939936,0.075411,4.938276,0.075385,4.939936,0.075411,4.939936,0.075411,5.103463,0.077907,5.105178,0.077933,5.105178,0.077933,5.103463,0.077907,5.105178,0.077933,5.105178,0.077933,5.098744,0.077835,5.100458,0.077861,5.100458,0.077861,5.098744,0.077835,5.100458,0.077861,5.100458,0.077861,5.085373,0.077631,5.087083,0.077657,5.087083,0.077657,5.085373,0.077631,5.087083,0.077657,5.087083,0.077657,5.047365,0.077051,5.049061,0.077077,5.049061,0.077077,5.047365,0.077051,5.049061,0.077077,5.049061,0.077077,OWL
7.201139,0.062767,7.20356,0.062788,7.20356,0.062788,7.201139,0.062767,7.20356,0.062788,7.20356,0.062788,7.442019,0.064867,7.444521,0.064889,7.444521,0.064889,7.442019,0.064867,7.444521,0.064889,7.444521,0.064889,7.435138,0.064807,7.437637,0.064829,7.437637,0.064829,7.435138,0.064807,7.437637,0.064829,7.437637,0.064829,7.415641,0.064637,7.418134,0.064659,7.418134,0.064659,7.415641,0.064637,7.418134,0.064659,7.418134,0.064659,7.360215,0.064154,7.36269,0.064175,7.36269,0.064175,7.360215,0.064154,7.36269,0.064175,7.36269,0.064175,OWL
